timestamp,symbol,direction,module,rv,adx,adr_pct,hist,lgbm_signal,lgbm_conf,gpt_signal,gpt_conf,gpt_reasoning,agreement
2026-06-09T01:16:13.500395+00:00,AUDUSD,SELL,STD,-16.9,25.3,22.6,RED_DARK,SELL,17,SELL,60,"Histogram bearish e momentum negativo indicano pressione ribassista, ma RV non estremamente negativo e ADX moderato suggeriscono cautela.",SAME
2026-06-09T01:16:21.122255+00:00,AUDJPY,SELL,STD,-11.23,26.5,32.9,RED_DARK,SELL,17,HOLD,38,"Segnali contrastanti: Histogram RED_DARK e RV negativo indicano pressione ribassista, ma Normalized Momentum positivo e ADX non forte rendono la direzione incerta; ADR mostra spazio residuo e l’interpretazione è ambigua.",DIFF
2026-06-09T01:16:29.281308+00:00,NZDUSD,SELL,STD,-13.0,24.8,19.4,RED_DARK,SELL,17,SELL,50,"Momentum negativo e Histogram bearish indicano pressione al ribasso, ma ADX non mostra tendenza forte e Radar non è estremo, quindi è un setup bearish moderato con rischi di pullback.",SAME
2026-06-09T01:30:33.716109+00:00,USDJPY,BUY,STD,6.05,29.1,42.0,GREEN_LIGHT,BUY,20,BUY,60,"Momentum positivo (Normalized Momentum 0.4934) e Histogram GREEN_LIGHT indicano slancio rialzista, ADR% al 42% mostra spazio per ulteriori swing, ma ADX 29.1 e RV 6.05 indicano una tendenza moderata piuttosto che forte.",SAME
2026-06-09T01:30:39.464913+00:00,GBPCAD,BUY,STD,5.11,25.2,34.2,GREEN_LIGHT,BUY,20,BUY,65,"La RV positiva ma non estrema, ADX 25.2 indica trend moderato, Histogram GREEN_LIGHT e Momentum positivo supportano una spinta rialzista, ADR al 34.2% mostra spazio per muoversi; quindi BUY con fiducia moderata, tenendo presente che la forza del trend non è ancora forte.",SAME
2026-06-09T01:30:46.188578+00:00,GBPJPY,BUY,STD,4.17,27.3,33.0,GREEN_LIGHT,BUY,20,BUY,58,"RV positivo ma non estremo, ADX a 27.3 indica tendenza moderata non ancora forte, ma Histogram GREEN_LIGHT e Momentum positivo suggeriscono impulso rialzista; ADR% al 33% lascia spazio di movimento, quindi BUY con conferma moderata.",SAME
2026-06-09T01:30:53.085334+00:00,GBPNZD,BUY,STD,7.95,33.2,35.2,GREEN_DARK,BUY,20,BUY,65,"Momentum positivo e istogramma verde indicano potenziale rialzo, ADR non esausto lascia spazio di movimento, ma RV modesto e ADX non fortissimo suggeriscono una tendenza moderata e rischio non trascurabile.",SAME
2026-06-09T01:31:03.224237+00:00,NZDUSD,SELL,STD,-9.83,24.0,22.6,RED_DARK,SELL,17,HOLD,50,"I segnali sono misti: RV negativo, Histogram RED_DARK e momentum negativo indicano pressione ribassista, ma ADX a 24 mostra una tendenza debole e ADR% al 22.6% indica spazio per movimenti, quindi non c'è una chiara conferma di una rottura ribassista.",DIFF
2026-06-09T01:31:10.167167+00:00,USDCAD,BUY,STD,6.98,21.0,41.1,GREEN_DARK,BUY,18,HOLD,48,"Momentum positivo (0.1403) e histogram GREEN_DARK suggeriscono pressione rialzista, ma ADX a 21 e RV a 6.98 indicano assenza di forte conferma di tendenza; ADR% al 41.1% lascia spazio al movimento senza direzione chiara.",DIFF
2026-06-09T01:31:19.970588+00:00,GBPAUD,BUY,STD,11.68,21.8,39.1,GREEN_DARK,BUY,20,HOLD,38,"RV positivo ma modesto e ADX basso indicano una tendenza debole; l'Histogram è verde-dark mentre il Normalized Momentum è negativo, quindi non c'è una chiara conferma di un rialzo e la configurazione è ambigua.",DIFF
2026-06-09T01:31:29.586000+00:00,AUDUSD,SELL,STD,-13.55,26.0,34.0,RED_DARK,SELL,17,SELL,44,"RV=-13.55 e Histogram RED_DARK indicano pressione ribassista e ADX=26 conferma una tendenza moderata, ma Normalized Momentum positivo e ADR%=34 suggeriscono potenziale pullback/continuazione laterale, quindi la configurazione è ambigua con leggera preferenza ribassista.",SAME
2026-06-09T01:45:28.414296+00:00,GBPCAD,BUY,STD,5.61,24.2,34.2,GREEN_LIGHT,BUY,20,HOLD,45,"ADX moderato e RV basso indicano una tendenza incerta; nonostante l'istogramma sia GREEN_LIGHT e momentum positivo, manca una conferma di direzione e quindi HOLD.",DIFF
2026-06-09T01:45:35.740256+00:00,NZDUSD,SELL,STD,-5.46,24.9,27.4,RED_DARK,SELL,17,HOLD,44,"Segnali contrastanti: momentum Normalized è positivo ma l'Histogram è RED_DARK e RV è modesto negativo; ADX è debole e ADR non è esausto, quindi non c'è una chiara direzione.",DIFF
2026-06-09T01:45:44.624749+00:00,USDJPY,BUY,STD,5.36,27.4,42.0,GREEN_DARK,BUY,20,BUY,62,"Momentum normalizzato positivo e istogramma GREEN_DARK indicano potenziale rialzo con ADR 42% che lascia spazio, ma ADX 27.4 e Radar 5.36 indicano tendenza debole e conferma non pienamente presente, quindi fiducia moderata.",SAME
2026-06-09T01:45:53.002141+00:00,GBPAUD,BUY,STD,9.08,24.4,40.2,GREEN_DARK,BUY,20,HOLD,40,"Segnale ambivalente: RV positivo ma modesto, ADX 24.4 indica debole tendenza, ADR% 40.2% mostra spazio residuo, ma Momentum normalizzato è negativo e l'istogramma non è pienamente coerente con un breakout rialzista, quindi la conferma per BUY è debole.",DIFF
2026-06-09T01:46:01.935165+00:00,USDCAD,BUY,STD,5.51,21.4,41.1,GREEN_DARK,BUY,20,HOLD,45,"Istogramma GREEN_DARK suggerisce potenziale rialzo, ma momentum normalizzato negativo (-0.2044) e ADX 21.4 indicano trend debole, Radar Value modesto e ADR al 41.1% lasciano spazio per movimenti futuri.",DIFF
2026-06-09T01:46:08.179591+00:00,AUDUSD,SELL,STD,-8.98,28.0,41.5,RED_DARK,SELL,17,SELL,42,"Radar Negative moderato e istogramma RED_DARK ribassista indicano pressione di vendita, ma Momentum positivo e ADX modesto creano ambiguità; conferma bassa.",SAME
2026-06-09T02:00:36.033631+00:00,GBPNZD,BUY,STD,4.46,31.3,35.2,GREEN_DARK,BUY,20,HOLD,45,"Segnale ambivalente: RV positivo moderato e ADX>20 suggeriscono possibile salita, ma Momentum Normalizzato negativo e Histogram non confermano, quindi è prudente attendere conferme.",DIFF
2026-06-09T02:00:44.056415+00:00,GBPCAD,BUY,STD,6.18,23.4,35.5,GREEN_LIGHT,BUY,20,BUY,57,"Momentum positivo (Normalized Momentum 0.5122) e Histogram GREEN_LIGHT indicano potenziale rialzo, ADR 35.5% lascia spazio di movimento, ma RV modesto e ADX 23.4 suggeriscono un trend debole e conferma incerta.",SAME
2026-06-09T02:00:57.171425+00:00,GBPAUD,BUY,STD,6.95,27.7,41.3,GREEN_DARK,BUY,20,HOLD,46,"Segnale incerto: RV positivo ma moderato, ADX <30 indica mancanza di tendenza forte, Momentum normalizzato negativo non conferma l’uptrend nonostante l’Histogram sia GREEN_DARK, quindi è preferibile HOLD.",DIFF
2026-06-09T02:15:31.698744+00:00,AUDNZD,SELL,STD,-1.93,37.8,37.2,RED_LIGHT,SELL,17,HOLD,40,"Segnali contrastanti: l'istogramma RED_LIGHT suggerisce ribasso, ma il Momentum Normalizzato è positivo e l'ADX non è forte (RV non è estremo), quindi la direzione non è chiara.",DIFF
2026-06-09T02:15:41.028997+00:00,NZDCAD,BUY,STD,2.91,27.0,24.0,GREEN_LIGHT,BUY,20,BUY,60,"Momentum positivo e Histogram GREEN_LIGHT indicano impulso rialzista e ADR% mostra spazio per ulteriori movimenti, ma RV modesto e ADX a 27 indicano una tendenza non robusta, quindi ingresso BUY con cautela.",SAME
2026-06-09T02:15:50.442332+00:00,GBPCAD,BUY,STD,6.73,21.9,39.5,GREEN_LIGHT,BUY,20,BUY,58,"Bias rialzista moderato supportato da histogram verde e momentum positivo, ADR al 39.5% indica ampio spazio di movimento, ma ADX basso e RV non estremi indicano una forza di trend limitata.",SAME
2026-06-09T02:15:55.252443+00:00,GBPAUD,BUY,STD,5.75,31.1,42.4,GREEN_DARK,BUY,20,HOLD,45,"Momentum negativo (-0.7634) contrasta con l'istogramma GREEN_DARK e ADR favorevole; RV modesto e ADX non confermano un trend forte, quindi la configurazione è ambigua e merita HOLD.",DIFF
2026-06-09T02:30:35.289237+00:00,AUDNZD,SELL,STD,-3.09,34.4,37.2,RED_LIGHT,SELL,17,HOLD,40,"Segnale ambiguo: RV debole (-3.09) e ADX <40 indicano tendenza non forte, l'Histogram è RED_LIGHT ma il momentum Normalizzato è positivo, ADR% mostra spazio; non c'è conferma chiara per SELL.",DIFF
2026-06-09T02:30:44.551879+00:00,GBPAUD,BUY,STD,7.5,34.2,42.4,GREEN_LIGHT,BUY,20,HOLD,40,"Indicazioni contrastanti: momentum normalizzato negativo (ribassista) non supporta la direzione BUY, nonostante Histogram GREEN_LIGHT e ADR% moderato; RV e ADX indicano trend debole.",DIFF
2026-06-09T02:30:53.472744+00:00,USDJPY,BUY,STD,5.56,22.4,42.0,GREEN_LIGHT,BUY,20,HOLD,45,"ADX 22.4 e RV 5.56 indicano mancanza di tendenza robusta, anche se momentum positivo e Histogram verde suggeriscono una possibile spinta rialzista a breve termine.",DIFF
2026-06-09T02:31:01.015605+00:00,AUDUSD,SELL,STD,-3.1,32.6,45.3,RED_LIGHT,SELL,17,HOLD,45,"RV (-3.1) e ADX 32.6 indicano tendenza debole/moderata, Histogram RED_LIGHT suggerisce ribasso ma Normalized Momentum è positivo; ADR% al 45.3% lascia spazio, quindi segnali incoerenti e non sostenuti per SELL.",DIFF
2026-06-09T02:31:07.791253+00:00,GBPCAD,BUY,STD,6.87,22.8,39.5,GREEN_LIGHT,BUY,20,BUY,60,"Momentum normalizzato positivo (0.6132) e GREEN_LIGHT sull'Histogram indicano pressione rialzista, ma ADX a 22.8 e RV a 6.87 non mostrano una tendenza forte e ADR% al 39.5% lascia spazio a movimenti, quindi BUY con confidenza moderata.",SAME
2026-06-09T02:31:16.135843+00:00,USDCAD,BUY,STD,2.47,25.7,41.1,GREEN_DARK,BUY,20,HOLD,48,"Segnali misti: RV modesto (2.47), ADX 25.7 debole, ADR 41.1% indica spazio, Histogram GREEN_DARK bullish mentre Momentum normalizzato -0.5774 è negativo; configurazione incerta, quindi HOLD.",DIFF
2026-06-09T02:45:36.970166+00:00,AUDNZD,SELL,STD,-4.06,31.4,37.2,RED_LIGHT,SELL,17,HOLD,40,"Segnali conflittuali: l'Histogram indica ribasso forte e Radar/ADX supportano una tendenza ribassista moderata, ma Normalized Momentum è rialzista e ADR% lascia spazio, quindi la direzione non è chiara e la confidenza è bassa.",DIFF
2026-06-09T02:45:44.408098+00:00,GBPAUD,BUY,STD,8.89,31.9,42.4,GREEN_LIGHT,BUY,20,HOLD,45,"Segnali contrastanti: Histogram GREEN_LIGHT suggerisce rialzo, ma Normalized Momentum è negativo indicando ribasso; ADX moderato e Radar Value non estremi indicano assenza di forte tendenza, e ADR% mostra spazio residuo, quindi la direzione BUY non è chiara al momento.",DIFF
2026-06-09T02:45:48.996381+00:00,USDJPY,BUY,STD,6.0,22.9,42.0,GREEN_LIGHT,BUY,20,BUY,60,"Momentum positivo e Histogram GREEN_LIGHT indicano potenziale rialzista, ma ADX basso e RV modesto suggeriscono una tendenza non robusta, quindi confidenza moderata.",SAME
2026-06-09T02:45:58.156046+00:00,AUDUSD,SELL,STD,-4.36,31.3,45.3,RED_LIGHT,SELL,17,HOLD,45,"Segnali contrastanti: Histogram RED_LIGHT indica ribasso mentre Normalized Momentum è positivo e RV modesto (-4.36) con ADX 31.3 non conferiscono una tendenza chiara; ADR% 45.3% lascia spazio al movimento, quindi non c'è conferma forte del SELL.",DIFF
2026-06-09T02:46:05.254274+00:00,NZDJPY,BUY,STD,5.7,31.9,37.1,GREEN_LIGHT,BUY,20,BUY,65,"Momentum positivo, istogramma GREEN_LIGHT e ADR al 37.1% indicano spazio per un movimento rialzista, ma ADX 31.9 e RV debole (5.7) suggeriscono una tendenza moderata e forza non estremamente elevata.",SAME
2026-06-09T02:46:14.364731+00:00,USDCAD,BUY,STD,2.2,25.9,41.1,GREEN_DARK,BUY,20,HOLD,42,"Segnali contrastanti: histogram verde indica rialzo, ma momentum negativo e ADX modesto insieme a RV debole non forniscono una conferma di direzione.",DIFF
2026-06-09T03:00:36.854590+00:00,AUDNZD,SELL,STD,-4.44,27.6,37.2,RED_LIGHT,SELL,17,HOLD,42,"Segnali contrastanti: l'Histogram indica ribasso forte, ma il Momentum Normalizzato è positivo e l'ADX/RV non confermano una tendenza robusta, quindi la decisione non è chiara.",DIFF
2026-06-09T03:00:46.218215+00:00,USDJPY,BUY,STD,6.29,24.4,42.0,GREEN_LIGHT,BUY,20,BUY,60,"Momentum positivo e histogram GREEN_LIGHT indicano potenziale rialzo con spazio residuo (ADR 42%), ma ADX 24.4 e RV modesto indicano una tendenza debole e richiedono cautela.",SAME
2026-06-09T03:00:55.962971+00:00,AUDUSD,SELL,STD,-5.46,28.2,45.3,RED_LIGHT,SELL,17,HOLD,40,"Segnali contrastanti: Histogram indica ribasso ma Normalized Momentum è positivo e ADX è sotto 40, quindi non esiste conferma di una tendenza forte.",DIFF
2026-06-09T03:01:09.101771+00:00,USDCAD,BUY,STD,1.91,26.0,41.1,GREEN_DARK,BUY,20,HOLD,40,"Segnali contrastanti: ADX non forte e momentum Normalized negativo contrastano con istogramma verde, quindi non chiaro un setup BUY.",DIFF
2026-06-09T03:01:11.116118+00:00,GBPAUD,BUY,STD,10.18,29.8,42.4,GREEN_LIGHT,BUY,20,BUY,65,"Trend moderatamente bullish: RV positivo, momentum positivo e histogram verde indicano potenziale rialzo, ADX ≈29.8 non molto forte ma >20 e ADR al 42% indicano spazio di movimento, quindi BUY con confidenza moderata.",SAME
2026-06-09T03:01:22.570918+00:00,GBPJPY,BUY,STD,11.01,32.8,41.2,GREEN_LIGHT,BUY,20,BUY,65,"Momentum positivo e Histogram GREEN_LIGHT indicano pressione rialzista, ADR% non esausto e ADX moderato supportano una tendenza, anche se Radar Value non è estremamente forte.",SAME
2026-06-09T03:15:29.408471+00:00,AUDNZD,SELL,STD,-7.17,27.6,37.2,RED_LIGHT,SELL,17,SELL,60,"Radar negativo indica tendenza ribassista moderata, confermata da Histogram RED_LIGHT e Momentum negativo, mentre ADX non è molto forte e ADR indica spazio per movimenti, quindi credibilità moderata della downside.",SAME
2026-06-09T03:15:42.921817+00:00,NZDJPY,BUY,STD,7.32,26.6,37.1,GREEN_LIGHT,BUY,20,BUY,60,"Momentum positiva e Histogram GREEN_LIGHT indicano potenziale rialzista, ma ADX 26.6 e RV non estremi mostrano una tendenza debole/ambigua, nonostante l'ADR% 37.1% lasci spazio a movimenti.",SAME
2026-06-09T03:15:46.003535+00:00,NZDCAD,BUY,STD,2.25,21.6,24.0,GREEN_LIGHT,BUY,20,HOLD,45,"Segnali misti: RV basso e ADX-modesto indicano debolezza della tendenza, ma Histogram GREEN_LIGHT e momentum positivo suggeriscono possibile rialzo; quindi non chiaro e potenzialmente rischioso, HOLD.",DIFF
2026-06-09T03:15:56.777373+00:00,GBPJPY,BUY,STD,11.84,32.9,41.2,GREEN_LIGHT,BUY,20,BUY,68,"Histogram GREEN_LIGHT e Momentum positivo indicano potenziale rialzista, ADX 32.9 mostra tendenza presente ma non estremamente forte, RV modesto e ADR% al 41.2% lasciano spazio al movimento.",SAME
2026-06-09T03:30:39.156150+00:00,USDJPY,BUY,STD,6.71,29.0,42.0,GREEN_LIGHT,BUY,20,HOLD,0,The read operation timed out,DIFF
2026-06-09T03:30:49.036548+00:00,USDCAD,BUY,STD,1.45,24.6,41.1,GREEN_LIGHT,BUY,20,HOLD,45,"Segnale misto: RV positivo e Histogram GREEN_LIGHT indicano potenziale rialzista, ma Momentum Normalized negativo e ADX 24.6 non confermano un trend forte, pur con ADR al 41% che lascia spazio.",DIFF
2026-06-09T03:30:52.418977+00:00,AUDUSD,SELL,STD,-8.54,23.5,45.3,RED_LIGHT,SELL,17,HOLD,45,"Segnali contrastanti: Histogram RED_LIGHT e Radar Value negativo suggeriscono potenziale ribasso, ma Normalized Momentum positivo e ADX modesto indicano assenza di tendenza forte; ADR% mostra spazio di movimento, quindi direzione non chiara.",DIFF
2026-06-09T03:31:01.694603+00:00,NZDJPY,BUY,STD,8.24,25.1,37.1,GREEN_LIGHT,BUY,20,BUY,60,"Momentum positivo (Histogram GREEN_LIGHT e Normalized Momentum >0) con ADR ancora spazio e direzione rialzista moderata, ma RV modesto e ADX 25 indicano trend non robusto, quindi buy con cautela.",SAME
2026-06-09T03:31:10.731378+00:00,NZDCAD,BUY,STD,2.98,18.8,24.0,GREEN_LIGHT,BUY,18,BUY,65,"RV positivo indica direzione rialzista moderata; ADX 18.8 segnala debole forza di trend, ma Histogram GREEN_LIGHT e Momentum positivo supportano l’ingresso, ADR% al 24% lascia spazio al movimento.",SAME
2026-06-09T03:31:19.227659+00:00,AUDNZD,SELL,STD,-10.07,28.2,37.2,RED_LIGHT,SELL,17,SELL,72,"Histogram RED_LIGHT e momentum negativo indicano pressione ribassista; RV non estremo e ADX moderato limitano la forza della tendenza, ma ADR% lascia spazio al movimento, supportando una SELL.",SAME
2026-06-09T03:31:26.197846+00:00,GBPJPY,BUY,STD,12.03,34.5,43.3,GREEN_LIGHT,BUY,20,BUY,65,"GBPJPY mostra impulso rialzista moderato: RV positivo ma non estremo, ADX 34.5 indica tendenza presente ma non forte, Histogram verde e Momentum positivo supportano l'acquisto e ADR% al 43% lascia spazio a movimenti, quindi confidenza moderata.",SAME
2026-06-09T03:45:30.959372+00:00,GBPCAD,BUY,STD,7.22,26.5,39.5,GREEN_LIGHT,BUY,20,BUY,65,"RV positivo ma modesto, ADX 26.5 indica tendenza debole; Histogram GREEN_LIGHT e Normalized Momentum positivo suggeriscono potenziale rialzista a breve con ADR% 39.5% che lascia spazio, quindi BUY con confidenza moderata.",SAME
2026-06-09T03:45:42.554122+00:00,NZDJPY,BUY,STD,11.54,24.1,42.7,GREEN_LIGHT,BUY,20,BUY,62,"Momentum positivo (Normalized Momentum 0.9637) con Histogram GREEN_LIGHT e ADR% 42.7 indicano spazio per movimenti e impulso rialzista; RV è positivo ma modesto e ADX a 24.1 segnala trend debole ma presente, suggerendo un entry con moderata conferma.",SAME
2026-06-09T04:00:25.164399+00:00,NZDCAD,BUY,STD,8.39,17.3,33.3,GREEN_LIGHT,BUY,18,BUY,60,"Momentum positivo e Histogram GREEN_LIGHT indicano rialzo, ADR% offre spazio per muovere il prezzo, ma ADX basso e RV modesto suggeriscono trend debole e potenziale pullback.",SAME
2026-06-09T04:00:34.243009+00:00,GBPJPY,BUY,STD,12.68,33.9,44.3,GREEN_LIGHT,BUY,20,BUY,60,"Momentum positivo e HISTOGRAM GREEN_LIGHT indicano impulso rialzista, ADR% non è esausto e Radar non è estremo, ma ADX 33.9 mostra trend moderato e richiede gestione del rischio quindi BUY con cautela.",SAME
2026-06-09T04:00:42.049943+00:00,NZDJPY,BUY,STD,13.88,25.0,44.9,GREEN_LIGHT,BUY,20,BUY,68,"Momentum positivo (Histogram GREEN_LIGHT e Normalized Momentum >0) indica impulso rialzista; RV e ADX sono moderati e ADR indica spazio per movimenti, quindi segnale BUY moderato.",SAME
2026-06-09T04:15:35.395530+00:00,NZDCAD,BUY,STD,9.91,18.7,33.3,GREEN_LIGHT,BUY,18,HOLD,52,"ADX(14) a 18.7 indica una tendenza debole e non confermata, nonostante RV moderato positivo, ADR% a 33.3% lascia spazio al movimento, Histogram GREEN_LIGHT e momentum positivo suggeriscono potenziale rialzista, ma manca una conferma di tendenza forte, quindi HOLD.",DIFF
2026-06-09T04:15:42.241512+00:00,GBPJPY,BUY,STD,13.13,34.8,45.4,GREEN_LIGHT,BUY,20,BUY,65,"Momentum positivo e Histogram GREEN_LIGHT indicano pressione rialzista, ADR% segnala spazio di manovra, ma ADX 34.8 non conferma un trend forte e RV 13.13 non è estremo.",SAME
2026-06-09T04:15:50.279003+00:00,NZDJPY,BUY,STD,16.02,26.5,46.1,GREEN_LIGHT,BUY,20,BUY,65,"La combinazione di Histogram GREEN_LIGHT e Momentum positivo con ADR% vicino al 50% indica potenziale rialzista e spazio di movimento, ma ADX moderato (26.5) e RV non estremo (16.02) suggeriscono una forza di tendenza moderata e quindi cautela.",SAME
2026-06-09T04:16:02.093508+00:00,NZDCAD,BUY,BRK,9.91,18.7,33.3,GREEN_LIGHT,BUY,18,BUY,65,"Radar Value positivo ma non estremo, momentum e histogram indicano potenziale rialzista con ADR% che lascia spazio, ma ADX basso segnala trend debole e richiede conferme per un breakout.",SAME
2026-06-09T04:30:35.296367+00:00,GBPCAD,BUY,STD,7.31,33.4,42.1,GREEN_LIGHT,BUY,20,BUY,63,"Momentum positivo e Histogram GREEN_LIGHT indicano slancio rialzista moderato, ADR% mostra spazio residuo, ma ADX 33.4 e RV 7.31 non indicano una tendenza forte; quindi la direzione BUY ha confidenza moderata.",SAME
2026-06-09T04:30:42.192133+00:00,NZDCAD,BUY,STD,10.71,19.9,33.3,GREEN_LIGHT,BUY,18,HOLD,45,"Tendenza debole (ADX 19.9) e RV 10.71 senza conferma chiara, nonostante histogram GREEN_LIGHT e momentum positivo; ADR indica spazio disponibile, ma nel complesso setup non è ancora chiaro.",DIFF
2026-06-09T04:30:51.832319+00:00,GBPJPY,BUY,STD,13.87,36.5,47.4,GREEN_LIGHT,BUY,20,BUY,65,"RV positivo ma non estremo, ADX(14) a 36.5 indica trend moderato, ADR% al 47.4% segnala spazio a muoversi, Histogram GREEN_LIGHT e Momentum positivo supportano una salita.",SAME
2026-06-09T04:30:56.367778+00:00,NZDJPY,BUY,STD,17.27,28.5,47.2,GREEN_LIGHT,BUY,20,BUY,55,"Momentum positivo (Normalized Momentum 1.1405) e Histogram GREEN_LIGHT supportano BUY, ma RV 17.27 non è estremo e l'ADX 28.5 è moderato; l'ADR al 47.2% indica spazio ancora, quindi la conferma è moderata.",SAME
2026-06-09T04:31:04.383726+00:00,NZDCAD,BUY,BRK,10.71,19.9,33.3,GREEN_LIGHT,BUY,18,HOLD,45,"Hold: ADX 19.9 indica tendenza debole e manca conferma di breakout; nonostante momentum positivo e Histogram GREEN_LIGHT, la mancanza di forza della tendenza rende incerto il trade.",DIFF
2026-06-09T04:45:33.726156+00:00,GBPCAD,BUY,STD,8.05,37.1,44.7,GREEN_LIGHT,BUY,20,BUY,65,"Momentum positivo e Histogram GREEN_LIGHT indicano potenziale rialzista, ADR offre spazio per movimenti, RV positivo ma non estremo e ADX a 37.1 suggeriscono una tendenza moderata, quindi conferma moderata.",SAME
2026-06-09T04:45:44.628822+00:00,AUDNZD,SELL,STD,-18.63,26.1,43.6,RED_LIGHT,SELL,17,HOLD,42,"Momentum negativa e l'Histogram RED_LIGHT indicano pressione ribassista a breve, ma ADX 26.1 e Radar non estremi non confermano una tendenza robusta, e ADR al 43.6% lascia spazio, quindi la decisione non è chiara.",DIFF
2026-06-09T04:45:51.800381+00:00,NZDCAD,BUY,STD,13.94,21.1,42.7,GREEN_LIGHT,BUY,20,HOLD,45,"Momentum positivo e GREEN_LIGHT indicano possibilità di rialzo, ma ADX 21.1 e Radar 13.94 indicano tendenza debole/ambigua; ADR 42.7% lascia spazio, quindi la configurazione è incerta.",DIFF
2026-06-09T04:45:59.571668+00:00,GBPAUD,BUY,STD,12.74,22.1,44.6,GREEN_DARK,BUY,20,BUY,60,"Momentum positivo (0.1039), Histogram GREEN_DARK e ADR 44.6% indicano potenziale rialzista con spazio, ma ADX 22.1 e RV non estremi suggeriscono trend non forte e richiedono gestione del rischio.",SAME
2026-06-09T04:46:10.049180+00:00,GBPJPY,BUY,STD,14.66,39.2,50.5,GREEN_LIGHT,BUY,10,BUY,60,"Momentum positivo e histogram GREEN_LIGHT indicano pressione rialzista, ma RV modesto (14.66) e ADX < 40 suggeriscono tendenza non robusta, mentre ADR% a 50.5% lascia spazio limitato.",SAME
2026-06-09T05:00:32.929628+00:00,GBPCAD,BUY,STD,9.47,41.3,51.3,GREEN_LIGHT,BUY,10,BUY,70,"ADX >40 indica tendenza forte, Histogram GREEN_LIGHT e Momentum positivo indicano impulso rialzista, ADR 51.3% offre spazio di manovra e RV non estremo supporta la direzione.",SAME
2026-06-09T05:00:44.859877+00:00,GBPAUD,BUY,STD,12.0,22.9,44.6,GREEN_DARK,BUY,20,HOLD,46,"RV modesto (12.0) e ADX 22.9 indicano una tendenza debole, il momentum è positivo ma modesto e l'istogramma GREEN_DARK non conferma una spinta forte, mentre ADR% a 44.6% lascia spazio ma non mostra una rottura chiara, quindi la situazione è ambigua e suggerisce HOLD.",DIFF
2026-06-09T05:00:52.198766+00:00,AUDNZD,SELL,STD,-20.77,26.1,43.6,RED_LIGHT,SELL,17,SELL,55,"Momentum negativo e Histogram RED_LIGHT indicano pressione ribassista, ma l'ADX non conferma una tendenza forte, quindi SELL con cautela.",SAME
2026-06-09T05:15:31.387964+00:00,GBPAUD,BUY,STD,11.62,23.6,44.6,GREEN_DARK,BUY,20,HOLD,60,"ADX 23.6 indica tendenza debole/instabile e RV modesto non confermano una forte spinta; nonostante momentum positivo e Histogram GREEN_DARK, la conferma di un movimento sostenuto manca, quindi HOLD.",DIFF
2026-06-09T05:15:37.865749+00:00,GBPJPY,BUY,STD,16.1,46.4,57.7,GREEN_LIGHT,BUY,6,BUY,75,"ADX>40 indica tendenza forte, momentum positivo e Histogram verde confermano impulso rialzista; RV positivo ma non estremo e ADR% moderato offrono spazio al movimento.",SAME
2026-06-09T05:15:49.375506+00:00,AUDNZD,SELL,STD,-22.78,26.4,43.6,RED_LIGHT,SELL,17,SELL,60,"Histogram RED_LIGHT indica pressione ribassista e Momentum negativo confermano il segnale, ma l'ADX modesto e RV non estremo riducono la forza della tendenza.",SAME
2026-06-09T05:30:37.352521+00:00,GBPCAD,BUY,STD,9.89,50.5,51.3,GREEN_DARK,BUY,3,BUY,75,"ADX >40 indica tendenza forte, momentum positivo e histogram verde indicano rialzo; RV non è estremo ma allinea la direzione e ADR% ~51% mostra spazio di manovra.",SAME
2026-06-09T05:30:45.151864+00:00,GBPAUD,BUY,STD,12.28,23.8,44.6,GREEN_LIGHT,BUY,20,HOLD,45,"Momentum positivo e histogram verde indicano potenziale rialzo, ma ADX debole e Radar Value modesto suggeriscono assenza di impulso di trend e possibile consolidamento, quindi l'entry non è chiara.",DIFF
2026-06-09T05:30:52.925310+00:00,GBPUSD,BUY,STD,10.14,41.0,44.3,GREEN_LIGHT,BUY,20,BUY,80,"ADX>40 conferma tendenza forte, Histogram GREEN_LIGHT e Momentum positivo indicano rialzo, ADR% indica ancora spazio operativo, RV positivo ma non estremo, setup favorevole sul modulo STD.",SAME
2026-06-09T05:45:31.543106+00:00,GBPCAD,BUY,STD,9.8,53.3,51.3,GREEN_DARK,BUY,3,BUY,72,"ADX forte (53.3) e momentum positivo (NM 1.0665) supportano una tendenza rialzista, Histogram è bullish, RV è positivo ma non estremo e ADR% 51.3% indica spazio per muoversi, quindi BUY.",SAME
2026-06-09T05:45:36.383774+00:00,GBPAUD,BUY,STD,11.0,21.2,44.6,GREEN_DARK,BUY,20,HOLD,42,"ADR e Histogram indicano spazio e potenziale rialzo, ma Momentum negativo e ADX debole indicano mancanza di tendenza chiara.",DIFF
2026-06-09T06:00:37.242914+00:00,GBPAUD,BUY,STD,9.07,19.5,44.6,GREEN_DARK,BUY,18,HOLD,0,The read operation timed out,DIFF
2026-06-09T06:00:41.301813+00:00,GBPCAD,BUY,STD,9.01,56.4,51.3,GREEN_DARK,BUY,3,BUY,78,"ADX >40 e momentum positivo con istogramma GREEN_DARK indicano tendenza rialzista, con RV positivo ma non estremo.",SAME
